StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q33,Q13,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q34,Q17,Q17_9_TEXT,Q20,Q22,Q22_9_TEXT,Q23,Q24_1,Q24_2,Q24_3,Q25,Q26_1,Q26_2,Q26_3,Q27_1,Q27_2,Q27_3,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_10,Q35,Q31,Q32,Q36_1,Q36_2,Q36_3,Q36_4,Q36_5,Q36_6,Q36_7,Q36_8,Q36_9,Q36_10,Q36_11,Q37,Q37_8_TEXT,Q38,Q39_1,Q39_2,Q2,Q3,Q3_5_TEXT,Q1,Q5,Q5_5_TEXT,country,Q37,Q7,Q8,Q9,Q40
2023-11-19 12:16:57,2023-11-19 12:28:02,IP Address,86.20.100.207,100,665,True,2023-11-19 12:28:02,R_esAmIyZuER4d5xT,,,,,51.3688,-0.4853,anonymous,EN,Yes,1-5 times a month,3,4,5,2,1,,Yes,6-10 times a year,3,4,5,1,2,,,,Yes,,,,,,,,Antarctica,Morocco,Falkland Islands,Bhutan,Guyana,Japan,1,3,2,5,6,7,9,8,4,,"Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",Always with a group,Very important,Very important,Moderately important,Moderately important,Moderately important,Moderately important,Very important,Moderately important,Slightly important,Slightly important,Slightly important,"Online search engines,Birdwatching tour company websites,Bird Fairs",,$200-$400,Slightly important,Very important,65 or above,Male,,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree/ Undergraduate degree,,United Kingdom of Great Britain and Northern Ireland,,"$50,000-$100,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",I like to go to areas I have not visited before. I like to increase my life list but have been to places where I don't get many new species. I like interesting countries.
2023-11-19 12:18:09,2023-11-19 12:33:12,IP Address,191.98.116.53,100,902,True,2023-11-19 12:33:13,R_3n2fokLaSDoBrE2,,,,,4.8093,-75.697,anonymous,EN,Yes,1-5 times a month,2,4,3,1,5,Supporting local ecotourism and local guides,Yes,More than 10 times a year,3,1,4,2,5,"Supporting ecotourism, conservation projects, and local guides",,,Yes,,,,,,,80,Colombia,Indonesia,Peru,Colombia,Brazil,Morocco,5,4,2,8,1,3,9,7,6,"Good local tour companies are important, international tour companies much less important","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly alone, occasionally with a group",Moderately important,Extremely important,Very important,Moderately important,Slightly important,Extremely important,Very important,Moderately important,Very important,Extremely important,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Social media platforms (e.g., Facebook, Instagram, Twitter),Other (please specify)",Recommendations from local tour guides and local tour companies,$400-$600,Very important,Extremely important,65 or above,Male,,Colombia,Doctorate (PhD) or higher,,Colombia,White/Caucasian,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","I highly value local tour companies and local tour guides that benefit directly from my birdwatching/nature trip expenditures.   I strongly try to avoid the large international companies that have the reputation of being impolite or rude to the local guides, especially when I have seen this in person."
2023-11-19 12:22:54,2023-11-19 12:36:16,IP Address,67.161.100.89,100,802,True,2023-11-19 12:36:17,R_3fN8LUen6tjNFb2,,,,,47.3236,-122.3187,anonymous,EN,Yes,6-10 times a month,2,1,5,4,3,,Yes,1-5 times a year,2,1,5,4,3,,,,Yes,,,,,,,20,Italy,Indonesia,Tanzania,Mexico,Chile,Argentina,8,3,2,7,4,1,9,6,5,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",About equally alone and with a group,Moderately important,Extremely important,Extremely important,Moderately important,Moderately important,Extremely important,Very important,Extremely important,Moderately important,Not at all important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Social media platforms (e.g., Facebook, Instagram, Twitter)",,More than $600,Slightly important,Not at all important,65 or above,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,White,"$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",I have answered with priorities as an avid lister birder BUT do want more trips that combine more moderate birding with more cultural for not so avid birding spouse.
2023-11-19 12:15:23,2023-11-19 12:37:19,IP Address,66.56.176.133,100,1315,True,2023-11-19 12:37:20,R_DTPf6TqGGtYzJGp,,,,,33.9875,-81.0025,anonymous,EN,Yes,More than 10 times a month,5,3,2,1,5,,Yes,1-5 times a year,2,2,4,1,2,,,,Yes,,,,,,,10,Mexico,Ecuador,South Africa,Mexico,Colombia,Bolivia,3,7,3,1,1,1,9,2,2,I need to travel in the cooler months of a birdwatching sight for health reasons.,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Stayed at a dedicated birdwatching/nature lodge",Always with a group,Very important,Moderately important,Extremely important,Moderately important,Extremely important,Extremely important,Extremely important,Not at all important,Moderately important,Extremely important,Moderately important,Birdwatching tour company websites,,$200-$400,Moderately important,Moderately important,65 or above,Female,,United States of America,Other (please specify),law degree,United States of America,white,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","As I age, my ability to withstand the rigors of international plane travel worsens.  I'd love to bird Australia, but can't imagine coping with the long flight."
2023-11-19 12:32:48,2023-11-19 12:40:18,IP Address,24.141.47.155,100,450,True,2023-11-19 12:40:19,R_295p04TkIJlJfkK,,,,,43.2783,-79.8344,anonymous,EN,Yes,Less than once a month,2,4,5,1,3,,Yes,1-5 times a year,3,2,5,1,4,,,,Yes,,,,,,,,Morocco,Brazil,"Scotland ",Colombia,Guatemala,Uganda,1,3,2,6,4,5,7,8,9,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly alone, occasionally with a group",Extremely important,Very important,Very important,Very important,Moderately important,Extremely important,Extremely important,Not at all important,Moderately important,Moderately important,Moderately important,"Online search engines,Birdwatching tour company websites,Birdwatching forums or online communities,Social media platforms (e.g., Facebook, Instagram, Twitter)",,$100-$200,Very important,Very important,65 or above,Female,,Canada,Bachelor's degree/ Undergraduate degree,,Canada,Caucasion,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-19 12:19:08,2023-11-19 12:49:05,IP Address,216.126.34.111,100,1796,True,2023-11-19 12:49:06,R_wWQoX1sIUuBtqa5,,,,,37.8931,-78.3386,anonymous,EN,Yes,6-10 times a month,1,5,4,3,1,good places to view birds and wildflowers,Yes,1-5 times a year,1,2,4,2,2,,,,Yes,,,,,,,26,New Zealand,Costa Rica,England,Vietnam,Cambodia,Chile,1,2,1,1,2,2,2,2,2,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",About equally alone and with a group,Very important,Extremely important,Very important,Very important,Moderately important,Extremely important,Very important,Not at all important,Moderately important,Very important,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Social media platforms (e.g., Facebook, Instagram, Twitter)",,$400-$600,Moderately important,Very important,65 or above,Male,,United States of America,Master's degree,,United States of America,white,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","In the previous question, reply a mix of avid birdwatcher/lister, but enjoy the birds, their songs, their environment, the local plant and animal community. Love to linger on a bird and watch its behavior. All trips include bird watching and study/observation of local flora/fauna and geology"
2023-11-19 12:16:35,2023-11-19 12:59:17,IP Address,98.197.81.138,100,2562,True,2023-11-19 12:59:18,R_Od2IwCS0jXYxkpb,,,,,29.5656,-95.2747,anonymous,EN,Yes,More than 10 times a month,2,1,3,4,5,,Yes,More than 10 times a year,2,1,3,5,4,,,,Yes,,,,,,,40,Canada,Spain,Australia,Mexico,New Zealand,Chile,5,2,1,3,4,8,9,7,6,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Attended a bird festival/fair","Mostly with a group, occasionally alone",Moderately important,Extremely important,Moderately important,Slightly important,Very important,Very important,Very important,Moderately important,Slightly important,Very important,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$200-$400,Moderately important,Very important,65 or above,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,White,"$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-19 12:44:36,2023-11-19 13:10:52,IP Address,68.0.163.196,100,1576,True,2023-11-19 13:10:53,R_1BYtmc04ei6l20e,,,,,31.5402,-110.267,anonymous,EN,Yes,More than 10 times a month,2,4,2,4,3,"distance, road conditions, weather",Yes,1-5 times a year,1,1,4,3,3,"Food, lodging, gas availability",,,Yes,,,,,,,55,Uganda,Greece,Mexico,Thailand,Australia,"Malaysia ",3,2,5,3,2,3,2,3,3,"In country economy (price), ease/pain of getting there","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Moderately important,Moderately important,Moderately important,Slightly important,Slightly important,Extremely important,Very important,Slightly important,Slightly important,Moderately important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$200-$400,Extremely important,Extremely important,65 or above,Male,,United States of America,Master's degree,,United States of America,"White Caucasian ","Less than $50,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","Having led birding tours *for my job* for 40 years, I can tell you:
Photography has totally changed (dumbed down) birding.
eBird has totally changed expectayions on tours.
The asshole quotent is considerable higher.
Many tour leaders are quitting because they're tired of entitled weenies who are taken to the middle of nowhere where the locals were head hunters two generations ago, then announce they need a gluten-free dinner at four in the afternoon. 



"
2023-11-19 13:16:01,2023-11-19 13:23:15,IP Address,86.138.246.133,100,434,True,2023-11-19 13:23:15,R_BSsnRMoA1mgekSd,,,,,51.07,-1.7979,anonymous,EN,Yes,6-10 times a month,5,5,1,2,5,,Yes,6-10 times a year,,,1,,,,,,Yes,,,,,,,26,New Zealand,Cyprus,Belize,Bhutan,Tasmania,Brazil,1,1,5,1,1,1,8,3,9,To ensure that local communities are aware of the sites - importance and not just a money-making scheme.,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Very important,Moderately important,Extremely important,Very important,Extremely important,Not at all important,Very important,Very important,Slightly important,Extremely important,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching forums or online communities,Birdwatching magazines or publications",,More than $600,Extremely important,Extremely important,45-54,Male,,United Kingdom of Great Britain and Northern Ireland,Doctorate (PhD) or higher,,United Kingdom of Great Britain and Northern Ireland,,,More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-19 12:54:16,2023-11-19 13:30:23,IP Address,73.24.220.82,100,2166,True,2023-11-19 13:30:23,R_2bUibENNkLQezN2,,,,,32.2163,-110.9241,anonymous,EN,Yes,1-5 times a month,1,2,,3,,,Yes,1-5 times a year,1,2,,3,,,,,Yes,,,,,,,45,French Polynesia,Belize,Argentina,Costa Rica,Indonesia,Brazil,3,2,1,5,4,6,9,8,7,I use birdwaatching as an excuse to explore the natural world.,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",About equally alone and with a group,Very important,Extremely important,Moderately important,Not at all important,Extremely important,Extremely important,Extremely important,Not at all important,Moderately important,Moderately important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications",,More than $600,Moderately important,Moderately important,65 or above,Male,,United States of America,Master's degree,,United States of America,,"$200,000-$400,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","I use birding as an excuse to explore the natural world. As a biologist (retired), I have visited and birded must-see places like the Galápagos Islands, Madagascar, the Seychelles, and Antarctica, and to witness natural phenomena like the Monarch butterfly overwintering sites in Mexico and California and the Great Migration in the Serengeti. 

When I realized that I only ""need"" to see 54 more species to reach a world life list of 5,000, I  am now selecting countries to visit based on the number of new birds to see and the ease of seeing them, now that I am 83 years old yet healthy enough to bird.

"
2023-11-19 13:07:03,2023-11-19 13:30:23,IP Address,82.132.227.194,100,1400,True,2023-11-19 13:30:24,R_1FyOUBUj8aWCHGP,,,,,51.3488,-0.0321,anonymous,EN,Yes,1-5 times a month,1,2,5,3,4,,Yes,1-5 times a year,1,2,5,3,4,,,,Yes,,,,,,,6,US,Mexico,Cyprus,US,Papua New Guinea,Colombia,4,3,2,5,6,1,8,7,9,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Moderately important,Extremely important,Extremely important,Very important,Extremely important,Very important,Extremely important,Slightly important,Slightly important,Moderately important,Moderately important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Bird Fairs",,$200-$400,Moderately important,Very important,55-64,Male,,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree/ Undergraduate degree,,United Kingdom of Great Britain and Northern Ireland,White,"$200,000-$400,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-19 13:14:35,2023-11-19 13:33:10,IP Address,76.102.18.181,100,1115,True,2023-11-19 13:33:10,R_esQxEdg7BSFivkJ,,,,,37.2808,-121.9572,anonymous,EN,Yes,More than 10 times a month,1,4,2,3,5,enjoying the variety of bird behavior,Yes,1-5 times a year,1,4,3,2,5,,,,Yes,,,,,,,24,Chile,Antarctica,Argentina,Canada,Panama,Argentina,1,3,4,2,5,6,8,7,9,"As we get older, changing lodging every night is very difficult so pace of the tour is important",Stayed at a dedicated birdwatching/nature lodge,"Mostly with a group, occasionally alone",Extremely important,Very important,Moderately important,,Extremely important,Extremely important,Extremely important,Not at all important,Not at all important,Moderately important,Moderately important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications",,$400-$600,Slightly important,Slightly important,65 or above,Male,,United States of America,Doctorate (PhD) or higher,,United States of America,white,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-19 13:40:47,2023-11-19 13:53:23,IP Address,141.156.174.138,100,755,True,2023-11-19 13:53:23,R_2drRxi0I6dsu610,,,,,38.894,-77.0365,anonymous,EN,Yes,More than 10 times a month,5,1,4,3,2,,Yes,More than 10 times a year,5,1,4,3,2,,,,Yes,,,,,,,15,Canada,Germany,Equador,Netherlands,Panama,Jamaica,5,7,6,1,2,3,9,4,8,language,Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),"Mostly with a group, occasionally alone",Moderately important,Slightly important,Very important,Slightly important,Very important,Moderately important,Extremely important,Not at all important,Slightly important,Very important,Moderately important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$400-$600,Slightly important,Slightly important,65 or above,Female,,United States of America,Doctorate (PhD) or higher,,United States of America,white,,More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-19 13:53:15,2023-11-19 14:04:28,IP Address,73.210.2.249,100,672,True,2023-11-19 14:04:29,R_p3Ho9Hv5upFJ0yZ,,,,,41.6558,-88.2203,anonymous,EN,Yes,1-5 times a month,4,3,1,2,5,,Yes,1-5 times a year,2,1,5,4,3,,,,Yes,,,,,,,27,New Zealand,Brazil,Panama,Thailand,Sri Lanka,Poland,3,2,1,5,6,4,9,7,8,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",Always with a group,Extremely important,Extremely important,Extremely important,Very important,Extremely important,Extremely important,Extremely important,Slightly important,Moderately important,Very important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications",,$400-$600,Very important,Very important,65 or above,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,white,"$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-19 14:04:11,2023-11-19 14:16:46,IP Address,45.47.161.41,100,754,True,2023-11-19 14:16:46,R_zcCeeURLSXXv68x,,,,,42.62,-73.8343,anonymous,EN,Yes,6-10 times a month,,,,,,I enjoy being outside and observing nature.  As I have 100 or more species in each of New York's 62 counties county listing is of a secondary importnace,Yes,1-5 times a year,,,,,,"Access by road.  At my age, 77, I limit my hiking",,,Yes,,,,,,,,Canada,Guatemala,Colombia,Colombia,Greater and Lesser Antilles,"Uruguay ",1,6,7,2,3,4,5,6,,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Very important,Very important,Very important,Very important,Very important,Very important,Very important,Slightly important,Moderately important,Slightly important,Very important,"Online search engines,Birdwatching tour company websites,Other (please specify)",Prior experience with company I have been on over a dozen foreign trips,$400-$600,Extremely important,Extremely important,65 or above,Male,,United States of America,Master's degree,,United States of America,Northern European White,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","Want good guides, well organized trips, good flights and interesting destinations"
2023-11-19 14:25:04,2023-11-19 14:37:27,IP Address,76.144.185.177,100,743,True,2023-11-19 14:37:28,R_2aslLNjlyCyAIEr,,,,,44.9036,-123.0461,anonymous,EN,Yes,6-10 times a month,4,4,1,2,1,,Yes,1-5 times a year,3,5,1,3,1,,,,Yes,,,,,,,15,Brazil,Lesser Antilles (9 Islands),Colombia,Ecuador,Peru,Kenya,1,3,1,1,3,6,9,5,6,,Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Always with a group,Extremely important,Very important,Moderately important,Moderately important,Very important,Extremely important,Extremely important,Moderately important,Moderately important,Not at all important,Very important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$400-$600,Moderately important,Moderately important,65 or above,Male,,United States of America,Master's degree,,United States of America,White,"$50,000-$100,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.",
2023-11-19 14:20:53,2023-11-19 14:40:24,IP Address,81.103.28.162,100,1170,True,2023-11-19 14:40:25,R_1Cx5yIIetWT5PGF,,,,,51.2589,-0.5566,anonymous,EN,Yes,6-10 times a month,5,4,2,3,1,Getting fresh air and exercise; watching seasonal changes in my local patch,Yes,1-5 times a year,4,3,5,2,1,Adding to my year list; discovering new parts of the country,,,Yes,,,,,,,37,Ghana,Mongolia,Tanzania,Lesser Antilles,Australia,Oman,2,3,1,4,5,7,9,6,8,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge","Mostly with a group, occasionally alone",Very important,Extremely important,Moderately important,Moderately important,Very important,Extremely important,Extremely important,Not at all important,Very important,Very important,Very important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications",,$200-$400,Extremely important,Extremely important,65 or above,Female,,United Kingdom of Great Britain and Northern Ireland,Doctorate (PhD) or higher,,United Kingdom of Great Britain and Northern Ireland,,"$100,000 - $200,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-19 14:33:53,2023-11-19 14:57:41,IP Address,67.1.103.33,100,1428,True,2023-11-19 14:57:42,R_1KrnY709EzZ0p0K,,,,,32.2123,-110.879,anonymous,EN,Yes,6-10 times a month,2,2,4,4,3,"Accessibility, road conditions and scenery",Yes,1-5 times a year,2,2,5,2,3,"Accessibility, road conditions, scenery, places to stay",,,Yes,,,,,,,3,India,Costa Rica,Canada,Ecuador,Tanzania,Italy,1,2,2,1,1,1,1,1,1,Scenery,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Attended a bird festival/fair","Mostly with a group, occasionally alone",Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Moderately important,Very important,Very important,Extremely important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Bird Fairs",,$100-$200,Extremely important,Extremely important,,,,United States of America,,,United States of America,,,More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.","We birdwatch locally on our own but sometimes with local groups for day birding.  We birded Canada twice with family and went on two week birding tours to Costa Rica and India which were excellent, except there was not enough time to visit the cities and culture of the areas because it was to see as many birds as possible.  In the future we will arrive early or stay longer to do non birding activities."
2023-11-19 14:44:22,2023-11-19 15:01:57,IP Address,108.51.161.119,100,1055,True,2023-11-19 15:01:57,R_3KUZNahJ4A0ITGQ,,,,,38.7714,-77.0657,anonymous,EN,Yes,Less than once a month,2,4,5,4,4,,No,,,,,,,,"Comfort,Accessibility",,Yes,,,,,,,25,Australia,Uk,Ireland,,,,1,5,4,4,3,9,2,2,3,,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair",About equally alone and with a group,Moderately important,Slightly important,Slightly important,Not at all important,Not at all important,Slightly important,Not at all important,Slightly important,Moderately important,Slightly important,Extremely important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers,Birdwatching magazines or publications",,More than $600,Moderately important,Slightly important,65 or above,Female,,United States of America,Bachelor's degree/ Undergraduate degree,,United States of America,Caucasian,"Over $600,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-19 14:54:36,2023-11-19 15:08:17,IP Address,70.187.83.232,100,821,True,2023-11-19 15:08:18,R_3J8dXRnXx6HAdM5,,,,,29.6475,-82.404,anonymous,EN,Yes,1-5 times a month,5,5,4,4,4,Enjoying locality,Yes,1-5 times a year,5,4,5,3,4,Combining with family trip,,,Yes,,,,,,,10,Ecuador,Greece,China,Mexico,Brazil,India,3,5,7,3,2,2,7,5,4,"Travel logistics, dates of tour fitting family commitments ","Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge,Attended a bird festival/fair","Mostly with a group, occasionally alone",Moderately important,Moderately important,Very important,Moderately important,Very important,Very important,Very important,Moderately important,Moderately important,Very important,Moderately important,"Online search engines,Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$200-$400,Slightly important,Slightly important,65 or above,Female,,United States of America,Master's degree,,United States of America,"White ","$50,000-$100,000",More than 10 years,"Enthusiastic birder -- dedicated birdwatcher who enjoys watching new birds but is motivated by other things (like bird ecology, song, beauty) besides growing their personal “life list”. Goes on trips to watch birds but also enjoys other activities during their trips.",
2023-11-19 15:14:25,2023-11-19 15:27:34,IP Address,108.31.54.64,100,789,True,2023-11-19 15:27:35,R_1mICQIXY8RjVeKI,,,,,38.9841,-77.3672,anonymous,EN,Yes,1-5 times a month,1,4,2,3,5,Good trail system for walking,Yes,1-5 times a year,1,4,2,3,5,Interesting countryside and good trails,,,Yes,,,,,,,35,Brazil,Thailand,New Zealand,Mexico,Japan,South Africa,1,2,5,4,7,3,9,6,8,Landscape of country and climate,"Organized birdwatching tour (an all-inclusive tour where the purpose was solely to look at and/or photograph birds),Hired a birdwatching guide,Stayed at a dedicated birdwatching/nature lodge",Always with a group,Moderately important,Moderately important,Extremely important,Slightly important,Extremely important,Moderately important,Extremely important,Not at all important,Slightly important,Moderately important,Moderately important,"Birdwatching tour company websites,Recommendations from friends or fellow birdwatchers",,$200-$400,Moderately important,Very important,65 or above,Female,,United States of America,Master's degree,,United States of America,White,"$100,000 - $200,000",More than 10 years,"Hardcore birder -- highly dedicated birdwatcher often seeking to grow their personal “life list”. Goes on trips predominantly to watch birds, and other activities are secondary. Is driven by searching for rare, elusive, and endemic birds. Always brings their own specialized equipment.","Particular guide with tour companies come into play, too - difference level with previously experienced habitats…"
